"","V1","V2","V3","V4"
"results_for_extremum",60.0388672123962,-0.328175179397813,28,19
"results_for_extremum",-52.55093422397,0.110669927472402,13,12
"results_for_extremum",-25.8001518704725,-0.0512495906452972,27,26
"results_for_extremum",-1.15085543616286,-0.000902512191619278,10,43
"results_for_extremum",NA,NA,0,100
