"","V1","V2","V3","V4"
"results_for_extremum",33.5929763688456,-0.472393476084009,6,28
"results_for_extremum",-33.0224224581802,0.0568166624913306,29,34
"results_for_extremum",-11.9054225365157,-0.18150598714258,7,25
"results_for_extremum",-0.0708625010904655,-1.83358174340192e-07,38,52
"results_for_extremum",NA,NA,0,100
